Pagina|Topic|Contenido|Fecha_Modificacion
Drug pollution|Prevention| Drug pollution still remains to be a global problem, since current policy techniques are not adequate enough. Most policy approaches remain to be individualized, expensive, and reactive.  Biomarkers could be extremely helpful in the risk assessment of pharmaceuticals for decision making in regulations. Biomarkers could help explain if a non-target organism was exposed to a pharmaceutical and the toxicity levels of the pharmaceutical in the organism if it is present. The main action for preventing drug pollution is to incinerate unwanted pharmaceutical drugs. Burning them chemically degrades their active molecules, with few exceptions. The resulting ash can be further processed before landfilling, such as to remove and recycle any heavy metals that may be present.[citation needed] There are now programs in many cities that provide collection points at places including drug stores, grocery stores, and police stations. People can bring their unwanted pharmaceuticals there for safe disposal, instead of flushing them (externalizing them to the waterways) or throwing them in the trash (externalizing them to a landfill, where they can become leachate). Another aspect of drug pollution prevention is environmental law and regulation, although this faces the problems of enforcement costs, enforcement corruption and negligence (see below), and, where enforcement succeeds, increased costs of doing business. The lobbying of pros and cons is ongoing.|2023-09-21-17-49-57
Drug pollution|Manufacturing|" One extreme example of drug pollution was found in India in 2009 in an area where pharmaceutical manufacturing activity is concentrated.  Not all pharmaceutical manufacturing contributes to the problem. In places where environmental law and regulation are adequately enforced, the wastewater from the factories is cleaned to a safe level.  But to the extent that the market rewards ""looking the other way"" in developing nations, whether through local corruption (bribed inspectors or regulators) or plausible deniability, such protections are circumvented. This problem belongs to everyone, because consumers in well-regulated places constitute the biggest customers of the factories that operate in the inadequately regulated or inspected places, meaning that externality is involved."|2023-09-21-17-49-57
Duct (industrial exhaust)|General|" Industrial exhaust ducts are pipe systems that connect hoods to industrial chimneys through other components of exhaust systems like fans, collectors, etc. Ducts are low-pressure pneumatic conveyors to convey dust, particles, shavings, fumes, or chemical hazardous components from air in the vicinity to a shop floor or any other specific locations like tanks, sanding machines, or laboratory hoods. Ducts can be fabricated from a variety of materials including carbon steel, stainless steel, PVC, and fiberglass.   They can be fabricated through rolling (preferable for ducts of 12"" or more in diameter) or extruded (for ducts up to 18""). HVAC systems do not include this category of industrial application, namely exhaust systems.  A distinction from HVAC system ducts is that the fluid (air) conveyed through the duct system may not be homogeneous. An industrial exhaust duct system is primarily a pneumatic conveying system and is basically governed by laws of flow of fluids."|2021-12-14-01-44-56
Duct (industrial exhaust)|Fluid flow| The conveying fluid that flows through the duct system is air. Air transports materials from the hood to a destination. It is also instrumental in capturing the material into the flow system. Air is a compressible fluid, but for engineering calculations, air is considered as incompressible as a simplification, without any significant errors.|2021-12-14-01-44-56
Duct (industrial exhaust)|Design| Process design of exhaust system will include The goal is to keep contaminants out using minimum airflow. It is estimated that increase in an inch wg[clarification needed] of static pressure can add a few thousands of dollars to the operation cost per annum.|2021-12-14-01-44-56
Dustiness|General| Dustiness is the tendency of particles to become airborne in response to a mechanical or aerodynamic stimulus.  Dustiness is affected by the particle shape, size, and inherent electrostatic forces.  Dustiness increases the risk of inhalation exposure. Dusty materials tend to generate aerosols with high particle concentrations measured in number or in mass. The tendency of powdered materials to release airborne particles under external energies indicates their dustiness level. The dusty level of powders directly affects worker exposure scenarios and associated health risks in occupational settings. Powder-based aerosol particles can pose adverse effects when deposited in human respiratory systems via inhalation.|2023-09-05-13-02-42
Dustiness|Motivation| A significant motivation for quantifying and measuring the dustiness of materials comes from the area of workplace safety. The potential health impacts of suspended particles, particularly by inhalation, can be significant.|2023-09-05-13-02-42
Dustiness|Dustiness testing| The amount of dust produced during handling or processing of a powder can be affected by the nature of the handling process, the ambient humidity, the particle size and water content of the powder, and other factors. To measure dustiness of a particular powder in a replicable way, standardized testing procedures have been created and published.|2023-09-05-13-02-42
Dustiness|European Committee for Standardization - Continuous Drop and Rotating Drum| Various laboratory systems have been developed to test dustiness of fine powders. A European standard on dustiness testing has been established by the European Committee for Standardization (CEN) since April 2006.  This standard is especially related to human exposure in workplace (EN 15051). It describes two methods: the rotating drum system and continuous drop system, both of which use gravity to stimulate the material and generate aerosols.   The rotating drum method involves placing the powder in a cylinder containing baffles, while the continuous drop system involves allowing a stream of powder to fall onto a surface. While the drum approach has been successfully scaled down by some researchers, published standards call for tens or hundreds of grams of material, a stipulation that can prove problematic for nanomaterials, pharmaceuticals and other expensive powders.|2023-09-05-13-02-42
Dustiness|Aerosol generation system| Recently, an aerosol generation system based on laboratory funnel (resembling a fluidized bed) has been developed, which has the potential to become an alternative or supplementary method to the existing systems in dustiness testing.   Its performance was compared to other three aerosolization systems using the same test materials.|2023-09-05-13-02-42
Dustiness|Nanomaterials dustiness| The dustiness of the nanomaterials can influence potential exposures and the selection of the appropriate engineering control during the manufacturing production.   Electrostatic forces influence the stability of particle dispersion in air and effect the dustiness.   Nanomaterials in dry powder form tend to pose the greatest risk for inhalation exposure, while nanomaterials suspended in a liquid typically present less risk via inhalation.|2023-09-05-13-02-42
Dustiness|Safety measures| The full life cycle of a nanomaterial should be considered when planning to control for dust exposure. Nanomaterial synthesis reactors, nanoparticle collection and handling, product fabrication with nanomaterials, product use, and product disposal are potential sources of dust exposure. National Institute for Occupational Safety and Health recommends the use of high-efficiency particulate air (HEPA) filters on local exhaust ventilation, laboratory chemical hoods, lowflow enclosures, and any other containment enclosures as a best practice during the handling of engineered nanomaterials.|2023-09-05-13-02-42
Dutch pollutant standards|General|" Dutch Standards are environmental pollutant reference values (i.e., concentrations in environmental medium) used in environmental remediation, investigation and cleanup. Barring a few exceptions, the target values are underpinned by an environmental risk analysis wherever possible and apply to individual substances. In most cases, target values for the various substances are related to a national background concentration that was determined for the Netherlands. Groundwater target values provide an indication of the benchmark for environmental quality in the long term, assuming that there are negligible risks for the ecosystem. For metals a distinction is made between deep and shallow groundwater. This is because deep and shallow groundwater contain different background concentrations. An arbitrary limit of 10 metres has been adopted. The target values shown below are for 'shallow' groundwater, 0 – 10 m depth. The soil remediation intervention values indicate when the functional properties of the soil for humans, plants and animals is seriously impaired or threatened. They are representative of the
level of contamination above which a serious case of soil contamination is deemed to exist. The target values for soil are adjusted for the organic matter (humus) content and soil fraction <0.2 µm (Lutum - Latin, meaning ""mud"" or ""clay""). The values below are calculated for a 'Standard Soil' with 10% organic matter and 25% lutum. A case of environmental contamination is defined as 'serious' if >25 m³ soil or >100 m³ groundwater is contaminated above the intervention value. The values presented below are from Annex 1, Table 1, ""Groundwater target values and soil and groundwater intervention values"". In previous versions of the Dutch Standards, target values for soil were also present. However, in the 2009 version, target values for soils have been deleted for all compounds except metals."|2023-07-08-13-52-37
Ecological light pollution|General| Lists Categories Ecological light pollution  is the effect of artificial light on individual organisms and on the structure of ecosystems as a whole. The effect that artificial light has upon organisms is highly variable,  and ranges from beneficial (e.g. increased ability for predator species to observe prey) to immediately fatal (e.g. moths that are attracted to incandescent lanterns and are killed by the heat).  It is also possible for light at night to be both beneficial and damaging for a species.  As an example, humans benefit from using indoor artificial light to extend the time available for work and play, but the light disrupts the human circadian rhythm, and the resulting stress is damaging to health. Through the various effects that light pollution has on individual species, the ecology of regions is affected.  In the case where two species occupy an identical niche, the population frequency of each species may be changed by the introduction of artificial light if they are not equally affected by light at night.  For example, some species of spiders avoid lit areas, while other species willingly build webs directly on lamp posts. Since lamp posts attract many flying insects,  the spiders that tolerate light gain an advantage over the spiders that avoid it, and may become more dominant in the environment as a result.   Changes in these species frequencies can then have knock-on effects, as the interactions between these species and others in the ecosystem are affected and food webs are altered. These ripple effects can eventually affect diurnal plants and animals. As an example, changes in the activity of night active insects can change the survival rates of night blooming plants,  which may provide food or shelter for diurnal animals. The introduction of artificial light at night is one of the most drastic anthropogenic changes to the Earth, comparable to toxic pollution, land use change, and climate change due to increases in the concentration of green house gases.|2023-09-20-09-07-01
Ecological light pollution|Natural light cycles| The introduction of artificial light disrupts several natural light cycles that arise from the movements of the Earth, Moon, and Sun, as well as from meteorological factors.|2023-09-20-09-07-01
Ecological light pollution|Diurnal (solar) cycle| The most obvious change in introducing light at night is the end of darkness in general. The day/night cycle is probably the most powerful environmental behavioral signal, as almost all animals can be categorized as nocturnal or diurnal. If a nocturnal animal is only active in extreme dark, it will be unable to survive in lit areas.  The most acute affects are directly next to streetlights and lit buildings, but the diffuse light of skyglow can extend out to hundreds of kilometers away from city centres.|2023-09-20-09-07-01
Ecological light pollution|Seasonal (solar) cycles|" The axial tilt of the Earth results in seasons outside of the tropics. The change in the length of the day, or photoperiod, is the key signal for seasonal behavior (e.g. mating season) in non-tropical animals and plants.  The presence of light at night can result in ""seasons out of time"",   changing the behavior, thermoregulation, and hormonal functioning of affected organisms. This may result in a disconnect between body functioning and seasonality, causing disruptions to reproduction, dormancy, and migration."|2023-09-20-09-07-01
Ecological light pollution|Lunar cycles| The behavior of some animals (e.g. coyotes,  bats,  toads,  insects) is keyed to the lunar cycle.  Near city centers the level of skyglow often exceeds that of the full moon,  so the presence of light at night can alter these behaviors, potentially reducing fitness.|2023-09-20-09-07-01
Ecological light pollution|Cloud coverage| In pristine areas, clouds blot out the stars and darken the night sky, resulting in the darkest possible nights. In urban and suburban areas, in contrast, clouds enhance the effect of skyglow,  particularly for longer wavelengths.  This means that the typical level of light is much higher near cities, but it also means that truly dark nights never occur in these areas.|2023-09-20-09-07-01
Ecological light pollution|Terrestrial Environment| The attraction of insects to artificial light is one of the most well known examples of the effect of light at night on organisms. When insects are attracted to lamps they can be killed by exhaustion or contact with the lamp itself, and they are also vulnerable to predators like bats. Insects are affected differently by the varying wavelengths of light, and many species can see ultraviolet and infrared light that is invisible to humans. Because of variances in perception, moths are more attracted to broad spectrum white and bluish light sources than they are to the yellow light emitted by low pressure sodium-vapor lamps. The compound eye of moths results in fatal attraction to light. Dragonflies perceive horizontally polarized light as a sign of water. For this reason, sources of water are indistinguishable from asphalt roads with polarized light pollution to them. Dragonflies searching for water either to drink or in which to lay eggs often land on roads or other dark flat reflective surfaces such as cars and remain there until they die of dehydration and hyperthermia. Light pollution may hamper the mating rituals of fireflies, once they depend on their own light for courtship, resulting in decreased populations. Fireflies are charismatic (which is a rare quality amongst insects) and are easily spotted by nonexperts, providing thus good flagship species to attract public attention; good investigation models for the effects of light on nocturnal wildlife; and finally, due to their sensibility and rapid response to environmental changes, good bioindicators for artificial night lighting. Lights on tall structures can disorient migrating birds leading to fatalities. An estimated 365-988 million fatal bird collisions with buildings occur annually in North America, making human-made structures a large contributor to the decline in bird species.  The surface area of glass emitting artificial light at night is a major factor for fatal bird collisions with buildings, and turning off lights at night can minimize these fatalities.  The Fatal Light Awareness Program (FLAP) works with building owners in Toronto, Canada and other cities to reduce mortality of birds by turning out lights during migration periods. Similar disorientation has also been noted for bird species migrating close to offshore production and drilling facilities. Studies carried out by Nederlandse Aardolie Maatschappij b.v. (NAM) and Shell have led to development and trial of new lighting technologies in the North Sea. In early 2007, the lights were installed on the Shell production platform L15. The experiment proved a great success since the number of birds circling the platform declined by 50–90%.[56] Juvenile seabirds may also be disoriented by lights as they leave their nests and fly out to sea causing events of high mortality.  To minimise mortality rescue programs are conducted on many islands giving a second chance to thousands of seabird fledglings. Birds migrate at night for several reasons. Save water from dehydration in hot day flying and part of the bird's navigation system works with stars in some way. With city light outshining the night sky, birds (and also about mammals) no longer navigate by stars. Ceilometers (searchlights) can be particularly deadly traps for birds,   as they become caught in the beam and risk exhaustion and collisions with other birds. In the worst recorded ceilometer kill-off, on October 7–8, 1954, 50,000 birds from 53 different species were killed at Warner Robins Air Force Base. Lights from seashore developments repel nesting Sea turtle mothers, and their hatchlings are fatally attracted to street and hotel lights rather than to the ocean. Artificial lighting has many negative impacts on trees and plants, particularly in fall and autumn phenology. Trees and herbaceous plants rely on the photoperiod, or the amount of time in a day where sunlight is available for photosynthesis, to help determine the changing seasons. When the hours of sunlight decrease, plants can recognize that autumn is underway and begin to make preparations for winter dormancy. For example, deciduous trees  shift the colour of their leaves to maximize different wavelengths of light that are more prevalent in the fall before eventually dropping them as light becomes too scarce for photosynthesis to be worthwhile. When deciduous trees are exposed to light pollution, they mistake the artificial light for sunlight and retain their green leaves later into the autumn season. This can be dangerous for the tree, as it wastes energy trying to photosynthesize that should be preserved for winter survival. Light pollution can also cause leaf stoma to remain open into the night, which leaves the tree vulnerable to infection and disease. Similarly, light pollution in the spring can also be dangerous for trees and herbaceous plants. Artificial light causes plants to think that spring has arrived and it is time to begin producing leaves for photosynthesizing again. However, temperatures may not yet be warm enough to support the new leaf buds, and they are susceptible to frost, which can impair future leaf production. Small herbaceous plants that are exposed to artificial lighting potentially face a greater risk, as more of their body is illuminated. Therefore, only the root system is protected, and could potentially not be enough to sustain the whole plant as it tries to remain green through the fall and winter.|2023-09-20-09-07-01
Ecological light pollution|Aquatic Environment| Ecological light pollution has also critical effects on marine ecosystems. Zooplankton (e.g. Daphnia) exhibit diel vertical migration. That is, they actively change their vertical position inside of lakes throughout the day. In lakes with fish, the primary driver for their migration is light level, because small fish visually prey on them.  The introduction of light through skyglow reduces the height to which they can ascend during the night.   Because zooplankton feed on the phytoplankton that form algae, the decrease in their predation upon phytoplankton may increase the chance of algal blooms, which can kill off the lakes' plants and lower water quality. Light pollution impacts migration in some species of fish. For example, juvenile chinook salmon are attracted to and slowed down by artificial light. It is possible that artificial light draws them closer to the shoreline, where they face a greater risk of predation from birds and mammals. Artificial lighting also attracts a greater density of piscivorous fish, which have an advantage due to the slower movement of the juvenile fish.  Light pollution also has impacts on the hormonal functioning of some fish; European perch and roach both experience reductions in the production of reproductive hormones when exposed to artificial lighting in a rural environment.  Artificial light has also been shown to cause disruptions to fish (and zooplankton) in the high Arctic, where fishing boats with lights resulted in a lack of fish up to 200 metres below the water's surface.|2023-09-20-09-07-01
Ecological light pollution|Humans| At the turn of the century it was discovered that human eyes contain a non-imaging photosensor that is the primary regulator of the human circadian rhythm.   This photosensor is particularly affected by blue light, and when it observes light the pineal gland stops the secretion of melatonin.  The presence of light at night in human dwellings (or for shift workers) makes going to sleep more difficult and reduces the overall level of melatonin in the bloodstream, and exposure to a low-level incandescent bulb for 39 minutes is sufficient to suppress melatonin levels to 50%.   Because melatonin is a powerful anti-oxidant, it is hypothesized that this reduction can result in an increased risk of breast and prostate cancer. Other human health effects may include increased headache incidence, worker fatigue,  medically defined stress, decrease in sexual function and increase in anxiety.     Likewise, animal models have been studied demonstrating unavoidable light to produce adverse effect on mood and anxiety. == Effects of different wavelengths == The effect that artificial light has upon organisms is wavelength dependent.  While human beings cannot see ultraviolet light, it is often used by entomologists to attract insects. Generally speaking, blue light is more likely to be damaging to mammals because the non-imaging photoreceptors in mammalian eyes are most sensitive in the blue region.   This means that if traditional vapor discharge streetlamps are replaced by white LEDs (which generally emit more of their radiation in the blue part of the spectrum), the ecological impact could be greater even if the total amount of radiated light is decreased.|2023-09-20-09-07-01
Ecological light pollution|Polarized light pollution|" Artificial planar surfaces, such as glass windows or asphalt reflect highly polarized light. Many insects are attracted to polarized surfaces, because polarization is usually an indicator for water. This effect is called polarized light pollution,  and although it is certainly a form of ecological photopollution, ""ecological light pollution"" usually refers to the impact of artificial light on organisms. In the night, the polarization of the moonlit sky is very strongly reduced in the presence of urban light pollution, because scattered urban light is not strongly polarized.  Since polarized moonlight is believed to be used by many animals for navigation, this screening is another negative effect of light pollution on ecology."|2023-09-20-09-07-01
Ecological light pollution|Prevents and Controls| To regulate and manage the problem of light pollution, it needs to establish a mature management system. Based on Zhou's studies, posing regulations such as green lighting, strengthening the propaganda and education by governors could help stop or reduce the adverse impacts of light pollution.|2023-09-20-09-07-01
Environmental effects of illicit drug production|General| The environmental impacts caused by the production of illicit drugs is an often neglected topic when analysing the effects of such substances. However, due to the clandestine nature of illicit drug production, its effects can be highly destructive yet difficult to detect and measure. The consequences differ depending upon the drug being produced but can be largely categorised into impacts caused by natural drugs or caused by synthetic/semi-synthetic drugs. Natural drugs refer to drugs which are primarily extracted from a natural source such as cocaine or cannabis.  Synthetic drugs are produced from material that can't be found in nature and semi-synthetic drugs are made from both natural and synthetic materials such as methamphetamine and MDMA.  Drug policy is a large determinant on how organisations produce drugs and thereby, how their processes affect the environment, thus prompting Government bodies to analyse the current drug policy.  It is inevitable that solutions to such environmental impacts are synonymous with solutions to overall illicit drug production, however many have noted the reactionary measures undertaken by government bodies and elevate the need of preventative measures instead.|2022-11-17-03-09-39
Environmental effects of illicit drug production|Environmental impacts of natural drugs| Natural drugs are those whose constituents are primarily extracted from natural sources such as cocaine or marijuana. The environmental impacts associated with such drugs include deforestation, watershed depletion and greenhouse gas emissions.|2022-11-17-03-09-39
Environmental effects of illicit drug production|Marijuana|" With the ease of access to marijuana increasing due to legalisation in parts of North America and Canada  many have noted the increasing importance of measuring its possible environmental ramifications. As marijuana has been previously illegal in these areas there is now an opportunity to measure these outcomes. However, there have already been a variety of known consequences caused by the production of marijuana. Watershed depletion is a serious issue that can be caused by marijuana production. Marijuana cultivation requires large amounts of water, where a single plant can require 8-10 gallons of water per day.  This sparks concern, especially in areas susceptible to water shortages such as California.  California is the largest producer of marijuana in the U.S  yet has had issues surrounding water supply and sanitation   for a number of years. In 2012, it was estimated that at least 3,177,241,050 gallons of water were used in the production of marijuana in California.  Thus, marijuana production can have severe implications on watershed levels with a number of organisations calling for stricter regulations as marijuana becomes more widespread. The production of marijuana also requires large amounts of energy due to the controlling of environmental conditions.  This further causes high levels of greenhouse gas emissions and energy consumption.  ""In 2015, the average electricity consumption of a 5,000-square-foot indoor facility in Boulder County was 41,808 kilowatt-hours per month, while an average household in the county used about 630 kilowatt-hours"".  Such high levels of energy consumption in turn, result in high greenhouse gas emissions. In 2016, it was estimated that on average the production of one kilogram of marijuana produced 4,600 kilograms of carbon dioxide. Thus, marijuana cultivation produces 15 million metric tons of carbon dioxide in the United States in a single year."|2022-11-17-03-09-39
Environmental effects of illicit drug production|Cocaine| Most of the world's cocaine is produced in South America, particularly in the Andean region.  The environmental destruction caused by the production of cocaine has been well documented, with reports made the UN and other government bodies.  Due to the illegal nature of coca production, farmers make little effort in soil conservation and sustainability practices as seen in the high mobility and short life of coca plots in Colombia. One of the major implications of cocaine production is deforestation as large areas of forest are cleared for coca cultivation. The UNODC approximated that 97,622 hectares of primary forest were cleared for coca cultivation during 2001-2004 in the Andean region.  This further causes habitat destruction, especially in biodiversity hotspots, areas rich in a variety of species. Such areas are chosen for coca cultivation due to their remote locations, minimising chances of detection.  Deforestation has further impacts of soil erosion which further inhibits the survival of native species. The use of pesticides can also cause severely affect the environment. Farmers are able to sue un-regulated and highly toxic pesticides due to the clandestine nature of drug production.  The use of such pesticides can have both direct and indirect effects on the ecosystem. Where lethal levels of exposure directly cause the death of fauna, which is further carried up the food chain where secondary feeders who consume the poisoned animals are also impacted. Furthermore, non-lethal levels of exposure can also cause weaker immune system development and neurological issues, further increasing mortality rates.|2022-11-17-03-09-39
Environmental effects of illicit drug production|Environmental impacts of synthetic/semi-synthetic drugs| Synthetic drugs are those which are primarily derived from inorganic substances.  Semi-synthetic are a hybrid of both synthetic and natural drugs, however as both synthetic and semi-synthetic drugs undergo an array of chemical processes during production, their environmental impact are quite similar.|2022-11-17-03-09-39
Environmental effects of illicit drug production|Methamphetamine| Methamphetamine or meth is a synthetic drug which can be produced on a domestic scale. The dumping of toxic waste is a major issue associated with the production of meth.  It has been approximated that for each pound of meth produced, five pounds of toxic waste are also generated. The methods of disposal of these substances can be extremely damaging to the environment as producers may simply pour them down the sink or toilet. However, such methods allow producers to be more easily detected thus, producers sometimes adopt more environmentally destructive methods such as leaving waste in remote locations such as forests or buried underground where the waste can harm flora and fauna.  Producers have also used specialised trucks or vans, equipped with pumps and hose to drain waste onto the road as the vehicle moves. This decreases their chance of detection yet spreads the damage caused by the toxic waste. The production of meth also produces a number of toxic gases that can harm the human respiratory system and devastate the environment.  High levels of phosphine gas can be produced during meth production which can further cause headaches, convulsions and death.  The production of meth further produces hydrogen chloride gas, which when released into the environment cause damage metal structures and buildings. Hydrogen chloride is also highly soluble and readily dissolves into water bodies where it can harm the aquatic life.  This high solubility also causes it to be quickly washed out by rain in the atmosphere, further causing acid rain where high levels of such rain can have drastic impacts on the environment.|2022-11-17-03-09-39
Environmental effects of illicit drug production|Environmental impacts of drug policy| Drug policy is a determining factor on drug production as it partially dictates the methods through which illicit drugs are produced and transported. Thus, when determining such policies the environmental consequences are sometimes overlooked, resulting in effects which magnify the damage done unto the environment.  This is apparent in coca cultivation in the Andean Region, where drug policy has forced producers into more remote locations to avoid detection. In such ungoverned areas, producers maximise their damage through deforestation and toxic pesticide use, destroying these resource rich areas. These effects of drug policy have been noted by a number of government bodies including the UNDP who stated that some eradication campaigns “have not eradicated illicit production but rather displaced it to new areas of greater environmental significance.” Policies involving drug trafficking have also had adverse effects on the environment.  One key aspect of drug trafficking is the need to establish landing areas, usually by clearing land and deforestation. Once established, such areas further accelerate other illegal trafficking activities such as wildlife, marine and timber trafficking as drug traffickers may diversify their operations to expand their networks. Furthermore, as governments policies restrict the movement of traffickers, they must find alternate and more remote routes to transport their materials. These alternate routes typically require further land clearing and habitat destruction, thus further harming the environment. Drug policy can further inhibit biodiversity conservation. As drug policy can displace the actions of traffickers and producers into more biodiverse locations, their impact on global biodiversity is magnified.  As producers relocate into more remote locations, their actions of deforestation and dumping of toxic materials such as kerosene and hydrochloric acid can greatly damage biodiversity.  Furthermore, anti-drug initiatives and policies can further drain funding and diminish resources available for environmental protection initiatives.  Areas known for illicit-drug production can further discourage tourism, conservation activists and local law enforcement. This allows drug producers to conduct themselves with more freedom and thereby increase their damage. Furthermore, the lack of tourism in such areas limits the revenue of local conservation efforts and the transparency of theses issues.|2022-11-17-03-09-39
Environmental effects of illicit drug production|Possible solutions| Due to the nature of illicit drug production, it is inevitable that solutions to these environmental issues are synonymous with overall drug production prevention. However,  by taking environmental impacts into account when formulating drug policies it is possible to better mitigate this damage.  Changes in approach have been highlighted as a key method to help target these environmental concerns. This involves analysing and these environmental impacts when assessing the effects of illicit drugs and informing the illicit drug consumer base and law-makers of these impacts. Improved cooperation between international, national and regional-level organisations allows for a more-informed and sustainable solution to drug production. Previous collaborative efforts have involved more reactory responses which moreso displaced drug operations rather than prevented. A more integrated response between different organisations allows for more preventative measures to be implemented.   Furthermore, as much of the environmental impacts occur in transit countries, not just countries of origin, greater integration between different organisations could allow for preventative policies in transit countries to be established.  An example of this improved cooperation can be seen in Plan Colombia, which saw the collaboration between the U.S and the Colombian Government to combat drug production.  The project saw a decrease in coca cultivation in Colombia from 160,000 hectares to 48,000 hectares and a decrease in the drug-related economy from US$7.5 billion to US$4.5 billion from 2008-2013. Quelling the demand for illicit drugs has also been considered as a solution to the environmental impacts involved with drug production.  That is, by reassessing current anti-drug propaganda and intertwining drug-related health issues with the environmental impacts of illicit drug production a decrease in demand may be achieved.  Shifting the approach of current advertisements to focus on such issues may better inform the public and consumers of illicit drugs of these environmental problems. This notion can be further carried into children's drug education, where placing greater emphasis on the environmental effects alongside the traditional and well known health effects may incite a greater reaction.  It has also been suggested that besides just revealing these issues it is important for advertising bodies to communicate the contribution individuals make by consuming illicit drugs, thereby increasing their sense of self-value and lessening their dependence on illicit drugs.   Enlightening more consumers of such problems may also accrue a larger audience and support for anti-drug solutions.  However, even if such a response fails to stem demand, shedding light on these issues may foster voter concerns who still may appeal to legislators.|2022-11-17-03-09-39
Environmental effects of paint|General| The environmental effects of paint can vary depending on the type of paint used and mitigation measures. Traditional painting materials and processes can have harmful effects on the environment, including those from the use of lead and other additives.  Measures can be taken to reduce its environmental effects, including accurately estimating paint quantities so waste is minimized, and use of environmentally preferred paints, coating, painting accessories, and techniques. The United States Environmental Protection Agency guidelines and Green Star  standards  can be applied.[not verified in body]|2023-09-26-22-13-48
Environmental effects of paint|Low-VOC and other environmentally preferred paints| Volatile organic compounds (VOCs) are gases emitted by various solids or liquids, many of which have short- and long-term adverse health effects. Solvents in traditional paints often contain high quantities of VOCs. Low VOC paints improve indoor air quality and reduce urban smog.[citation needed]  The beneficial characteristics of such paints include low odor, clean air, and safer technology, as well as excellent durability and a washable finish. Low-VOC paint types include latex (water-based), recycled latex (water-based), acrylic, and milk paint. The labels of paint cans can be checked for the following information: In the US, items containing toxic ingredients have registration numbers with either the:|2023-09-26-22-13-48
Environmental effects of paint|Antifouling paint| Antifouling paint (or bottom paint) is used to protect the hulls of boats from fouling by marine organisms. Antifouling paint protects the surface from corrosion and prevents drag on the ship from any build-up of marine organisms. These paints have contained organotin compounds such as tributyltin, which are considered to be toxic chemicals with negative effects on humans and the environment.  Tributyltin compounds are moderately to highly persistent organic pollutants that bioconcentrate up the marine predators' food chain.  One common example is it leaching from marine paints into the aquatic environment, causing irreversible damage to the aquatic life. Tributyltin has also been linked to obesity in humans, as it triggers genes that cause the growth of fat cells. [medical citation needed] Tributyltin is harmful to some marine organisms, including the dog whelk, it causes dog whelks to suffer from imposex; females develop male sexual characteristics such as a penis.  This causes them to become infertile or even die. In severe cases, males can develop egg sacs. Alternatives include biomimetic antifouling coatings.|2023-09-26-22-13-48
Environmental effects of paint|Heavy metals| Heavy metals are used in paints and have raised concerns due to their toxicity at high levels of exposure and since they build up in the food chain. Lead paint contains lead as pigment. Lead is also added to paint to speed drying, increase durability, retain a fresh appearance, and resist moisture that causes corrosion. Although banned in many countries, paint with significant lead content is still used in areas such as Eastern Europe and Asia, most commonly for industry purposes like anticorrosive paint.   For example, leaded paint is sometimes used to paint roadways and parking lot lines. Lead, a poisonous metal, can damage nerve connections (especially in young children) and cause blood and brain disorders. Because of lead's low reactivity and solubility, lead poisoning usually only occurs in cases when it is dispersed, such as when sanding lead-based paint prior to repainting. Primer paint containing hexavalent chromium is still widely used for aerospace and automobile refinishing applications.[citation needed] Zinc chromate has been used as a pigment for artists' paint, known as zinc yellow or yellow 36. It is highly toxic and now rarely used.[citation needed]|2023-09-26-22-13-48
Environmental effects of paint|Types of Pollution| Production of gas leads to three main forms of pollution and waste: solid, liquid and gas.|2023-09-26-22-13-48
Environmental effects of paint|Liquid| The process of creating paint consumes a large amount of water and chemicals which leads to the production of large amounts of wastewater.   Roughly 70% of the wastewater produced by the paint manufacturing industry is released into natural bodies of water which causes the destination to be polluted.   The industry generates between 75 and 85 million gallons of wastewater per day.   The wastewater generated during production has high levels of chemical oxygen demand (COD) because of all the substances used in the creation process.|2023-09-26-22-13-48
Environmental effects of paint|Solid| The paint manufacturing process produces solid waste.   Most of the solid waste generated is formed in the dispersion, filing, and fluid transport stages of paint production.   Examples of solid waste that is formed during production include adhesives, plastic, and resins.|2023-09-26-22-13-48
Environmental effects of paint|Gas| Hazardous gases are released during the creation and use of paint and can be harmful to people. Total suspended particulate matter (TSPM or TSP) is one of these pollutants.   The World Health Organization has determined that exposure to total suspended particulate matter can lead to acute respiratory infection, asthma, emphysema, lung cancer, cardiovascular disease, and chronic obstructive lung disease to people working with it. The volatile organic compounds emitted can potentially turn into hazardous air pollutants.   VOCs can cause people to experience eye irritation, breathing difficulties, kidney damage, and cancer.   VOCs can negatively affect the environment by polluting groundwater and drinking water.|2023-09-26-22-13-48
Environmental effects of paint|Mitigation| As a response to the environmental and health concerns, some paint manufacturers now offer environmentally friendly alternatives. Also, in some countries, paint recycling is carried out on surplus paints and resold. Paint and coating manufacturers can modify their operations to reduce and mitigate air pollution.  The first step manufacturers can take to reduce air pollution is to eliminate the use of heavy metals in coating mixtures and reformulate coatings to be non-hazardous.   In place of heavy metals, non-hazardous biocides can be used to kill bacteria.   Manufacturers can also reduce emissions during the creation process by covering materials and tanks to reduce spills and leakage during the blending, mixing, and packaging of the paint.  Paint manufacturers can also start recycling paint; recycling paint allows new paint to be created with less emission.|2023-09-26-22-13-48
